customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,preferred_payment_method
CUST_01885,396,53,53,0,1.0,2167.9,NetBanking
CUST_01886,342,43,18,25,0.4186,2686.82,UPI
CUST_01887,1383,71,70,1,0.9859,1252.98,Wallet
CUST_01888,984,30,18,12,0.6,2971.56,Wallet
CUST_01889,1034,69,36,33,0.5217,1584.96,NetBanking
CUST_01890,1137,74,23,51,0.3108,2186.12,UPI
CUST_01891,911,20,12,8,0.6,3236.99,Wallet
CUST_01892,674,53,43,10,0.8113,2218.3,Wallet
CUST_01893,103,9,4,5,0.4444,1627.06,NetBanking
CUST_01894,1476,26,22,4,0.8462,2045.25,Wallet
CUST_01895,305,44,37,7,0.8409,2075.89,Wallet
CUST_01896,254,77,66,11,0.8571,1704.44,Wallet
CUST_01897,1381,75,65,10,0.8667,1842.43,Wallet
CUST_01898,1004,76,76,0,1.0,6761.86,Card
CUST_01899,1067,12,9,3,0.75,3270.32,NetBanking
CUST_01900,1043,80,48,32,0.6,1795.72,NetBanking
CUST_01901,612,46,16,30,0.3478,3597.05,UPI
CUST_01902,1239,10,5,5,0.5,1748.17,NetBanking
CUST_01903,744,79,24,55,0.3038,5020.01,NetBanking
CUST_01904,809,17,11,6,0.6471,2860.49,NetBanking
CUST_01905,761,57,39,18,0.6842,2048.55,UPI
CUST_01906,1384,36,17,19,0.4722,3021.18,Card
CUST_01907,1357,44,18,26,0.4091,735.38,UPI
CUST_01908,654,19,10,9,0.5263,1003.51,Card
CUST_01909,70,73,41,32,0.5616,957.43,UPI
CUST_01910,973,59,53,6,0.8983,2440.75,Wallet
CUST_01911,576,7,7,0,1.0,7426.13,Wallet
CUST_01912,1234,7,4,3,0.5714,10529.23,Wallet
CUST_01913,1198,54,36,18,0.6667,3451.75,UPI
CUST_01914,1030,17,16,1,0.9412,3135.65,Card
CUST_01915,718,68,52,16,0.7647,625.94,NetBanking
CUST_01916,371,43,35,8,0.814,1510.4,Wallet
CUST_01917,443,68,60,8,0.8824,1272.26,UPI
CUST_01918,1127,32,18,14,0.5625,1429.97,NetBanking
CUST_01919,127,43,37,6,0.8605,1963.14,Card
CUST_01920,1309,16,15,1,0.9375,1586.9,UPI
CUST_01921,1242,48,31,17,0.6458,552.52,UPI
CUST_01922,1190,72,51,21,0.7083,3727.66,Wallet
CUST_01923,459,49,18,31,0.3673,1042.19,NetBanking
CUST_01924,1063,43,39,4,0.907,2610.96,NetBanking
CUST_01925,439,58,42,16,0.7241,9431.95,NetBanking
CUST_01926,1309,70,50,20,0.7143,1160.3,Card
CUST_01927,68,71,32,39,0.4507,375.7,Wallet
CUST_01928,466,64,36,28,0.5625,1807.68,Wallet
CUST_01929,1189,12,11,1,0.9167,4772.72,Card
CUST_01930,776,64,28,36,0.4375,8697.95,Card
CUST_01931,338,43,39,4,0.907,933.85,Wallet
CUST_01932,682,13,13,0,1.0,3126.56,Card
CUST_01933,874,39,37,2,0.9487,1594.45,NetBanking
CUST_01934,1353,25,15,10,0.6,2050.49,Card
CUST_01935,861,35,13,22,0.3714,14059.31,Card
CUST_01936,423,8,3,5,0.375,771.18,NetBanking
CUST_01937,980,67,55,12,0.8209,2637.58,Wallet
CUST_01938,894,9,5,4,0.5556,3063.72,Card
CUST_01939,588,22,6,16,0.2727,4722.3,NetBanking
CUST_01940,598,75,33,42,0.44,2365.13,UPI
CUST_01941,1025,7,2,5,0.2857,2739.79,UPI
CUST_01942,672,43,16,27,0.3721,1678.82,Wallet
CUST_01943,774,16,10,6,0.625,2666.14,Card
CUST_01944,513,19,14,5,0.7368,1736.74,UPI
CUST_01945,1098,79,72,7,0.9114,3412.16,NetBanking
CUST_01946,1046,16,7,9,0.4375,1704.92,UPI
CUST_01947,671,47,38,9,0.8085,2875.47,Card
CUST_01948,896,32,13,19,0.4062,2163.57,UPI
CUST_01949,388,32,17,15,0.5312,4857.29,Wallet
CUST_01950,866,37,29,8,0.7838,2130.31,UPI
CUST_01951,1034,73,44,29,0.6027,638.34,UPI
CUST_01952,678,74,49,25,0.6622,5341.94,Wallet
CUST_01953,1428,36,18,18,0.5,1171.44,Card
CUST_01954,773,65,64,1,0.9846,1397.39,NetBanking
CUST_01955,661,7,7,0,1.0,1455.4,UPI
CUST_01956,1386,11,6,5,0.5455,5779.7,NetBanking
CUST_01957,1161,54,35,19,0.6481,495.23,NetBanking
CUST_01958,1433,20,14,6,0.7,19859.23,Card
CUST_01959,936,54,16,38,0.2963,4625.04,Wallet
CUST_01960,553,43,17,26,0.3953,2581.86,Card
CUST_01961,639,31,14,17,0.4516,2125.1,Wallet
CUST_01962,1323,45,39,6,0.8667,2696.98,UPI
CUST_01963,591,15,11,4,0.7333,3180.47,Wallet
CUST_01964,875,47,41,6,0.8723,3469.1,UPI
CUST_01965,358,38,27,11,0.7105,3258.18,UPI
CUST_01966,750,58,55,3,0.9483,2351.26,NetBanking
CUST_01967,958,8,8,0,1.0,1923.43,UPI
CUST_01968,1343,28,28,0,1.0,1986.46,Wallet
CUST_01969,1342,22,6,16,0.2727,1926.7,Wallet
CUST_01970,439,44,33,11,0.75,4883.61,UPI
CUST_01971,256,25,14,11,0.56,3345.9,Card
CUST_01972,1246,57,37,20,0.6491,281.95,Wallet
CUST_01973,1009,22,14,8,0.6364,3495.15,Card
CUST_01974,1437,80,76,4,0.95,2530.86,NetBanking
CUST_01975,607,30,11,19,0.3667,2179.62,Wallet
CUST_01976,782,28,20,8,0.7143,1682.5,Wallet
CUST_01977,1198,33,9,24,0.2727,4850.7,UPI
CUST_01978,1173,34,12,22,0.3529,4286.68,Wallet
CUST_01979,436,38,33,5,0.8684,1285.61,Card
CUST_01980,131,56,55,1,0.9821,2936.39,Wallet
CUST_01981,1259,38,15,23,0.3947,1118.61,UPI
CUST_01982,783,26,25,1,0.9615,840.73,UPI
CUST_01983,58,72,48,24,0.6667,1424.1,Wallet
CUST_01984,1409,68,27,41,0.3971,4038.69,Card
CUST_01985,1491,31,15,16,0.4839,4303.52,NetBanking
CUST_01986,619,68,44,24,0.6471,3162.63,Card
CUST_01987,913,31,28,3,0.9032,3668.61,Card
CUST_01988,609,29,21,8,0.7241,3169.49,Card
CUST_01989,866,23,6,17,0.2609,1409.46,NetBanking
CUST_01990,566,35,29,6,0.8286,2987.96,Wallet
CUST_01991,538,52,52,0,1.0,3867.2,Wallet
CUST_01992,205,6,4,2,0.6667,3744.35,Card
CUST_01993,692,55,29,26,0.5273,5075.8,Wallet
CUST_01994,1480,59,55,4,0.9322,3625.74,NetBanking
CUST_01995,179,17,13,4,0.7647,2824.29,UPI
CUST_01996,136,47,29,18,0.617,4670.89,Wallet
CUST_01997,755,10,3,7,0.3,2167.73,NetBanking
CUST_01998,1063,53,34,19,0.6415,1191.17,Wallet
CUST_01999,1404,52,23,29,0.4423,1970.13,UPI
CUST_02000,1218,27,16,11,0.5926,1311.03,Card
